"FixedAcidity","VolatileAcidity","CitricAcid","ResidualSugar","Chlorides","FreeSulfurDioxide","TotalSulfurDioxide","Density","pH","Sulphates","Alcohol","LabelAppeal","AcidIndex","STARS","TARGET"
6.6,0.8,0.03,91.1,0.079,104,207,0.9963,3.89,0.5,12.2,3,7,"0",1.98121618422051
8.3,1.24,1.52,31.7,0.033,157,57,0.99109,3.42,0.51,12,2,9,"1",2.41439133316421
6.2,0.36,1.22,3.2,0.471,221,141,0.9559,1.9,0.36,9.9,3,7,"3",4.98864405811721
2.8,1.2,0.9,46.9,0.132,184,131,0.9936,3.85,0.64,11.7,2,7,"1",2.81566296246855
4.9,1.62,1.65,122.7,0.28,93,158,0.98942,5.28,0.38,12.6,3,7,"4",5.47590557848678
5.9,0.37,0.14,35.3,0.339,34,185,0.9944,3.17,0.63,18.6,1,6,"0",1.37584124901136
8.1,0.82,0.27,4.3,0.03,43,279,0.99212,3.16,0.25,11.2,1,9,"1",2.04602496696552
1.7,1.22,0.15,41,0.266,29,478,0.97023,3.29,0.77,13.4,1,6,"3",4.23837730999986
6.3,1.11,1.3,3.5,0.07,23,109,1.04052,2.96,0.54,7.4,2,7,"3",4.40366332416629
7.6,1.64,0.36,4.5,0.563,504,50,1.03816,3.09,0.47,5.6,1,8,"2",2.99226636664931
10,0.22,0.43,61.6,0.252,60,503,0.95799,4.33,0.71,13.7,2,8,"0",1.4091057007634
5,0.18,1.14,7.1,0.048,155,339,0.9956,3.77,1.07,10,2,7,"1",2.95236922285903
12.8,0.635,0.03,45.6,0.342,248,76,1.0405,3.31,0.57,8.1,1,9,"0",0.561515937562745
7.5,1.68,1.67,52.9,0.077,11,35,1.00416,3.36,1.75,1.3,2,8,"2",3.40506495363322
9.1,0.14,0.35,15.9,0.383,15,183,1.02526,4.17,0.35,16.4,3,7,"2",4.46200188952284
0.4,0.2,0.07,2.5,0.237,15,25,0.99572,2.32,1.15,13.5,3,8,"3",4.81411978791906
11.2,0.01,0.3,1.8,0.624,16,204,0.92864,4.3,0.82,10.1,0,8,"1",1.73108804771211
10.4,0.34,0.58,55.6,0.174,6,16,0.997,4.46,0.7,14.5,2,11,"0",0.695183912022261
16.3,0.405,0.15,1.45,0.453,137,387,0.99125,3.52,0.42,11.6,2,6,"1",3.1435011035159
7,0.18,0.26,1.4,0.044,304,89,0.9728,2.71,0.48,10.7,2,7,"2",3.9845545678484
6.7,3.26,0.31,9.9,0.04,10,453,0.94521,2.33,1.46,7.9,2,7,"2",3.63683746033316
8.2,2.49,0.64,38.2,0.043,22,47,0.99873,2.23,1.55,8.8,1,9,"0",0.387617410034156
17.3,0.34,0.32,3.8,0.044,278,116,1.02062,3.39,0.44,11.8,2,7,"2",3.96385889850612
7.2,1.54,1.53,6.7,0.397,120,138,0.9939,3.2,1.24,15.4,3,8,"1",3.05395412246128
6.6,2.49,1.52,18.15,0.042,437,221,1.03375,2.62,2.13,8.7,1,7,"3",3.77944923194343
9.9,0.88,0.02,1.5,0.8,38,157,1.01871,2.11,1.15,14.2,1,7,"0",1.01025141444182
18.6,1.38,1.09,57.2,0.072,95,108,0.9928,3.13,1.15,11.5,3,9,"1",2.85225260684951
7.5,1.21,0.24,8.1,0.053,8,140,1.01351,3.14,0.5,7.7,1,8,"0",0.750518043955184
5.8,0.28,0.29,23.6,0.026,31,114,1.01716,2.79,0.6,9.7,2,6,"1",3.15171560969296
14.1,0.125,0.1,20.3,0.04,57,172,1.0354,3.22,0.54,3.2,3,7,"2",4.35764648590181
6.3,0.17,0.23,59.5,0.045,20,147,0.98765,3.08,0.92,-1.1,0,7,"1",1.8708523305407
3.3,0.47,0.38,6.4,0.581,118,66,0.98568,3.29,0.52,10,3,7,"3",4.89966693910059
7.1,1.8,0.39,13.7,0.144,151,477,0.99755,2.9,0.46,8.5,1,8,"0",0.75250195895748
4.1,1.52,1.29,2,0.05,23,363,0.99204,3.73,0.37,10.4,3,7,"1",3.29198205352029
6.4,0.53,1.06,11.3,0.034,460,90,0.98862,2.9,1.14,12.6,2,7,"2",3.94301315862999
7.8,0.23,0.32,10.7,0.425,26,183,0.95537,2.93,1.09,9.1,3,9,"3",4.53491987830576
18.2,0.405,0.92,1.9,0.036,536,324,0.99167,2.28,0.91,14,3,5,"0",2.5344626394213
6,0.36,0.04,32.4,0.624,189,203,0.98804,0.74,0.62,9.8,3,7,"0",2.03647955292619
6.6,0.78,0.5,34.5,0.645,183,70,0.94576,3.25,0.48,18.5,1,8,"0",0.85423337049807
4.9,0.23,1.52,9.5,0.391,3,8,0.9981,3.08,0.7,10.7,4,12,"2",3.79447152522242
9.7,0.1,0.37,57,0.593,238,202,0.99086,3.19,1.42,12.4,4,8,"3",5.23181200737169
5.2,0.08,0.01,59.2,0.441,18,30,0.99026,3.2,2.29,13.7,2,7,"2",3.90641295160182
7.9,0.87,0.65,145.4,0.072,44,200,1.02073,3.03,1.85,16.9,3,8,"2",4.20623354728274
6.3,0.51,0.74,2.3,0.216,29,225,0.95175,3.17,0.75,11,3,7,"0",2.00313143459511
0.7,0.57,0.21,1.5,0.043,255,785,0.98424,3.16,0.54,9.8,2,8,"1",2.8154743401161
17.6,0.35,0.28,5.2,0.161,26,69,0.97668,1.99,0.56,7.5,3,8,"2",4.18446640495052
7.2,1.03,1.67,1.8,0.567,218,70,0.95391,3.42,0.59,15,3,8,"2",4.10541971691266
12.2,0.97,0,6.5,0.51,71,315,0.9939,4.43,2.33,11.6,2,5,"3",4.77490158101939
7.7,0.39,0.04,3.3,0.037,29,224,1.00694,3.83,0.7,11,2,8,"1",2.72138210767921
8.2,1.47,0.43,8,0.026,18,385,0.98845,3.22,0.79,17.2,2,7,"0",1.55359283716313
1,0.17,0.32,1.6,0.033,17,450,0.9948,3.24,0.76,13.8,3,8,"0",1.93212473924565
4,1.26,0.4,44.7,0.066,9,126,0.93792,4.06,0.23,9.7,2,8,"2",3.60394002503861
6.9,0.34,1.51,11.7,0.034,12,391,0.9924,2.99,1.68,6.6,4,8,"2",4.64836116984432
16.2,1.35,0.37,13.1,0.441,21,264,0.994,3.58,0.58,11.4,2,8,"2",3.60182273413638
7,0.27,1.92,24.4,0.534,45,170,1.0171,3,0.45,12.6,1,8,"1",2.25632213794222
8,0.99,1.51,9.2,0.044,53,537,0.97993,3.25,0.56,3.6,2,9,"2",3.44493678040064
5.8,0.45,1.5,53.5,0.094,161,118,0.94848,2.99,0.29,11,3,7,"1",3.40149490766436
2.2,0.35,0.34,4.9,0.121,9,437,0.99253,3.32,1.99,3.8,2,7,"1",2.84915168155428
11.9,0.81,0.58,79.9,0.044,235,152,0.9978,2.99,0.51,9,1,7,"1",2.40753429107025
5,0.62,0.81,38.2,0.146,276,46,0.96818,4.4,1.35,18,2,6,"2",4.13321862279675
6.6,0.21,0.95,1.1,0.135,197,144,0.99172,3.39,0.39,9.3,3,7,"3",4.98919454818833
14.7,2.88,0.39,2.3,0.041,31,338,1.03306,2.48,0.58,15.8,0,7,"0",0.458008651123282
6,0.28,1.11,2.5,0.342,124,111,0.99896,3.1,1.85,7,2,7,"2",3.83994496164397
0.9,0.48,0.09,1.7,0.078,111,1,0.99402,3.45,1.04,16.7,3,7,"4",5.69755892712035
7,0.54,0.1,51.9,0.294,98,166,0.99799,3.28,1.15,9.2,3,8,"0",1.73238057997474
11.6,0.39,1.94,2.8,0.092,29,101,1.00024,2.73,0.44,14.2,3,13,"1",2.20192387459106
8,1.24,0.18,3.4,0.458,34,4,0.99668,3.19,1.02,12.1,3,9,"0",1.4363327340137
4,1.01,0.2,59,0.253,145,440,0.9971,2.39,0.58,19.6,2,8,"0",1.4474913473618
5.7,1.36,0.49,32.9,0.683,235,80,1.0002,2.25,0.76,10.7,3,13,"0",0.597779912577139
6.9,0.3,0.49,53.2,1.033,89,156,1.0446,3.43,0.89,14.9,1,8,"0",0.816403513125725
9.2,0.05,0.33,1.5,0.036,227,514,1.02282,3.32,0.72,16.8,3,7,"3",5.17770308143345
7.3,0.16,1.88,1.5,0.036,29,108,0.99342,3.27,0.19,6.2,2,8,"3",4.29626144804546
7.8,0.53,0.41,68.1,0.428,331,103,0.9954,2.72,0.45,14.5,2,8,"2",3.74190958980205
6.8,0.36,0.71,7.6,0.052,35,143,0.97211,3.14,0.38,11.6,2,7,"1",2.95612843047214
15.2,0.88,0.18,8.2,0.042,167,180,1.03488,3.21,0.32,9.1,2,8,"1",2.66212363992716
7.3,0.21,0.29,128.3,0.034,48,135,0.9917,4.52,2.27,9.2,2,8,"2",3.65010664494113
14.4,0.18,0.34,15.7,0.369,194,422,0.99,4.5,0.45,6.4,1,7,"3",4.01010383794914
8.4,0.65,0.02,2.1,0.078,547,290,0.95497,3.35,0.15,4.6,3,7,"0",1.94488261303357
3.1,0.28,0.82,7.7,0.349,32,116,1.01292,2.99,0.38,3.6,3,8,"4",5.36873115598156
6.4,0.34,0.2,72.8,0.459,115,449,1.01058,3.13,0.34,-2,3,7,"1",3.25965835123159
5.6,0.185,1.12,22.5,0.268,28,361,0.97505,3.55,0.38,10.3,2,6,"1",3.16991797544239
7.9,0.17,1.07,1.6,0.283,113,150,1.02279,2.81,0.63,-3.6,1,8,"0",0.70915959759072
4.6,0.415,1.15,6.15,0.567,23,87,1.02773,2.94,1.45,11.4,1,7,"1",2.38433869441522
17.9,0.28,0.48,2.1,0.433,33,286,1.02121,3.26,0.62,6.7,1,9,"1",1.99098479269718
1.8,0.18,0.3,52.9,0.09,145,171,0.99413,3.03,0.38,9.4,2,8,"1",2.74520419819559
18.3,0.25,0.03,36,0.183,41,161,0.95864,3.16,0.5,13,0,7,"1",2.03931907159397
7.2,0.46,0.36,8.3,0.051,26,130,0.9914,2.93,1.59,8.1,2,8,"2",3.67607983733994
6.8,0.54,0.52,4,0.348,541,134,0.96325,4.53,0.65,9.7,2,9,"1",2.40388399447932
19.1,1.04,1.61,72.2,0.216,64,179,1.02002,4.84,2.67,12.1,1,9,"1",1.86307468080504
12.9,0.15,1.38,50,1.041,131,121,0.99008,0.9,1.09,20.4,1,7,"2",3.57627591706568
7,0.19,0.33,6.3,0.069,42,47,0.99182,3.31,0.03,5.5,3,8,"0",1.76316441984142
18.3,0.1,0.45,13,0.204,259,451,0.9974,3.47,0.46,12.8,1,7,"3",4.16023526497257
5.7,1.5,0.65,7.1,0.628,392,154,1.00752,3.3,0.83,5.8,1,6,"2",3.4216361014223
10.9,1.75,2.02,32.6,0.071,17,440,0.99935,3.05,0.08,12.8,2,12,"0",0.455140647224706
6,0.22,0.41,13.2,0.578,37,54,0.99161,3.39,0.51,18,4,7,"4",6.17940958008051
0.7,0.37,0.58,55,0.644,105,466,0.99707,3.22,0.53,8.6,2,12,"2",2.87567692838122
2.6,0.715,0.24,65.5,0.07,7,39,0.9966,3.73,0.15,20.4,3,10,"0",1.45786065293507
0.7,0.29,1.69,13.6,0.07,74,261,0.9977,2.79,0.59,9.6,2,8,"0",1.37841074571151
9.6,0.56,0.95,77.3,0.488,46,106,0.99397,3.75,0.1,13.6,3,9,"1",2.93778722171192
6.9,2.59,0.92,16.2,0.018,177,61,0.99295,3.28,1.93,12.7,3,8,"3",4.49982998914224
25.5,2.27,0.25,1.4,0.464,30,170,0.98794,4.34,0.54,11.7,3,7,"2",4.12719743358097
14,0.37,1.44,2.2,0.035,78,116,0.99305,2.68,0.1,12.6,3,7,"3",5.05139345989243
5.2,0.39,0.32,13.2,0.033,167,221,1.0074,3.27,2.29,9.6,2,8,"0",1.29654320755686
16.2,0.37,0.08,2.85,0.004,5,24,0.97944,3.19,0.35,11.9,1,9,"2",3.07642577100688
8.9,0.62,0.38,102.3,0.348,19,102,0.977,3.17,0.35,-2.6,1,7,"1",2.23426703013974
18.7,0.63,0.39,8.5,0.054,23,104,0.9941,3.27,0.45,10.3,3,8,"0",1.7741625685162
6.1,0.73,0.48,11.5,0.115,108,94,0.99782,3.12,0.45,0.8,2,7,"0",1.37834899499513
0.6,0.24,1.08,55.2,0.032,42,104,0.97738,2.31,1.02,7.5,1,8,"2",3.2634505842582
6.1,0.21,1.24,1.5,0.085,37,253,0.98972,3.5,0.31,17.8,3,7,"3",5.12369573245286
1.1,0.43,3.2,5.5,0.071,189,17,0.95131,3.42,0.43,16.3,2,8,"0",1.38672425218987
33,0.16,1.83,2,0.044,77,107,0.99514,3.21,0.13,11.6,2,10,"1",2.35473079305221
15.4,1.01,0.24,67.2,0.079,19,911,0.9991,3.18,0.56,10.1,1,11,"2",2.7122316238561
4.5,1.91,1.56,4.9,0.392,23,18,0.97828,1.78,0.54,10,1,10,"1",1.63889986626265
7.2,0.29,1.42,2.5,1.035,16,322,1.00153,3.44,0.53,9.3,1,8,"1",2.16385044385451
5.7,1.88,0.18,10.1,0.024,255,481,1.01377,3.2,0.4,9.2,1,8,"0",0.759004814308845
8.4,0.6,0.38,51.2,0.463,51,170,1.0004,2.9,0.82,8.9,1,9,"2",2.97903221380183
4.9,0.345,1.93,1,0.088,16,445,0.992,4.02,1.06,3.5,2,6,"1",3.06456914119224
14.8,1.32,0.86,20.6,0.037,399,250,0.94241,3.64,0.46,8.7,3,8,"1",3.06618960458764
6,0.27,0.15,44.9,0.233,35,538,0.9936,2.15,1.27,8.3,3,6,"3",5.25338685451266
6.1,0.41,0.14,39.9,0.037,144,119,1.00907,3.38,0.67,7.5,2,7,"0",1.50105638951185
20.1,1.55,0.24,2.3,0.533,7,28,0.99685,2.6,0.53,4,2,9,"0",0.859519709313551
0.4,0.72,1.37,11.7,0.478,43,133,0.9588,3.02,0.41,8.8,1,7,"2",3.37966244738647
6.3,0.54,1.87,2.5,0.097,7,240,1.00513,2.83,2.13,9.3,3,10,"0",1.33962033414974
4.1,0.41,1,10.1,0.306,28,232,0.9968,3.2,0.95,7,2,8,"2",3.66719416320054
1.4,0.57,1.76,10.4,0.027,35,138,0.98945,2.88,0.2,0.2,2,7,"1",2.8005681023994
6.6,0.83,1.09,5.1,0.068,135,233,0.96141,1.81,0.25,17.8,4,7,"2",4.99120112688166
5.1,0.78,1.39,7.9,0.049,235,212,0.9963,2.59,0.48,13.2,0,8,"0",0.438809008126518
6.6,0.88,1.17,37.4,0.069,19,230,0.9773,3.56,0.47,9.8,1,7,"0",1.02666163440588
8,0.19,0.49,37.2,0.401,39,419.5,0.95543,3.13,0.38,11.7,2,9,"2",3.58874199610868
12.6,0.94,1.47,5.5,0.063,27,173,0.99872,5.17,0.1,11.4,2,7,"1",2.83153082588093
2.2,0.55,0.84,11.2,0.075,142,56,1.0349,3.21,0.31,13,1,9,"1",2.05063017566713
6.8,0.93,0.41,12.9,0.267,61.5,179,1.03679,2.52,0.39,10.2,3,7,"3",4.9353395377958
6.8,1.1,0.3,4.2,0.081,35,165,0.9945,5.17,1.92,9.1,2,8,"2",3.53327713490404
7,1.27,0.2,127.2,0.035,106,632,0.97817,3.26,0,12.3,2,8,"1",2.75057641443227
6,0.615,0.04,0.8,0.032,257,28,0.95239,3.48,0.37,11,3,7,"1",3.35413098706193
6.6,0.27,0.72,27.7,0.052,33,188,0.9915,3.68,0.2,11,3,7,"0",2.04378740382393
2.3,0.25,0.07,1.8,0.056,13,518,0.9935,4.12,0.42,9.5,1,7,"1",2.51260282939525
7.6,0.69,0.32,3.6,0.528,22,508,0.99144,3.08,0.6,12.5,1,8,"2",3.27907984085928
6.3,0.26,0.25,5.2,0.362,11,430,0.97412,3.5,1.04,8,2,7,"2",3.92370344396631
8.3,0.37,0.43,2.5,0.036,32,261,0.9944,4.1,0.44,-1.6,2,9,"1",2.35940418487792
6.2,0.37,0.3,67.1,0.594,79,200,0.9954,3.29,1.16,13.9,1,7,"2",3.45390983436198
15.9,0.28,0.26,31.5,0.042,463,450,0.9925,3.69,0.5,10.7,2,8,"0",1.40560433131706
7.6,0.1,1.76,1.3,0.047,21,100,0.96442,2.77,0.92,9.5,2,6,"0",1.77917383005481
16,0.5,0.34,13.7,0.104,216,184,0.99976,3.08,0.5,8.9,0,8,"0",0.38808358021443
6.4,2.285,0.29,74.9,0.035,44,147,0.94259,3.32,0.55,10.7,3,7,"4",5.45897317711677
18,0.28,1.29,14.8,0.174,99,178,0.97575,3.25,1.3,16.9,1,8,"3",3.91810813860384
27.6,0.26,1.31,41.5,0.342,34,225,0.99685,4.19,0.41,10,3,7,"2",4.37568216395606
7.6,0.87,1.87,9.4,0.29,314,124,0.98066,3.07,0.61,9.7,1,8,"1",2.16140444028012
3.3,0.31,0.29,10.5,0.448,182,145,0.9966,3.04,1.88,10.1,1,8,"1",2.18046900657639
5.8,0.62,1.32,6.1,0.019,27,12,0.99362,3,0.61,13.6,2,6,"3",4.73387568149961
9.1,0.905,0.53,48.8,0.257,27,353,0.99432,3.19,0.38,7.6,2,6,"2",4.0787787702967
7.4,0.19,0.09,114.9,0.045,39,204,1.00514,3.42,0.53,10.4,3,8,"3",4.81419322285871
7,0.43,0.31,0.8,1.204,104,262,1.03116,3.38,1.12,12.2,1,8,"2",3.15457151322704
9.9,0.85,1.39,19.7,0.759,49,288,0.99471,4.32,0.64,15.3,2,7,"1",2.84310671140764
6.4,0.28,0.89,5.4,0.042,67,181,0.97525,3.31,0.35,10.2,1,7,"2",3.5023288849853
12.4,1.96,0.49,45.8,0.052,34,391,0.95053,2.99,0.61,10.6,3,7,"3",4.86206901322071
8.1,1.21,2.8,11.8,0.507,46,212,0.92841,3.09,0.46,10,3,9,"2",3.86000009829029
11.5,1.31,0.3,12.8,0.177,157.5,29,1.00456,3.76,1.28,12.3,2,8,"2",3.5784436032532
5.4,0.17,0.57,53.2,0.019,28,104,0.97273,3.25,1.02,10.3,2,6,"3",4.74104234090833
7.4,1.17,0.27,1.3,0.189,587,323,0.994,3.46,0.5,11.7,2,8,"0",1.28005278519486
5.3,0.31,1.73,10.5,0.031,239,245,0.99321,3.34,0.46,13.3,1,6,"0",1.36182973708658
7.7,0.72,0.73,1.8,0.616,85,61,1.00274,3.63,1.7,16.2,2,8,"2",3.64387291819164
8.3,0.14,0.27,32.6,0.071,230,28,0.9964,3.28,0.14,16.3,1,8,"0",0.970578153896055
1.7,0.66,0.79,4,0.303,16,9,1.00995,2.79,0.56,9.7,1,8,"1",2.1738199189366
12.9,1.73,0.3,1.9,0.074,230,84,0.99717,3.39,0.4,9,2,9,"0",0.945435161613812
6.1,0.705,0.19,1.9,0.074,8,266,0.9962,3.34,0.4,16.6,2,9,"1",2.57676302366578
11.6,0.35,0.49,128.5,0.419,187,69,0.95562,3.53,0.52,15.3,3,13,"1",2.14760457248711
0.3,0.37,0.29,30.6,0.972,286,56,0.9904,3.85,0.66,5.7,1,6,"0",1.08774041145819
7.1,2.56,0.18,41.4,0.094,169,166,0.99474,2.39,2.14,-2.6,3,8,"0",1.36530343733059
1.1,0.52,0.25,4.9,0.04,18,90,0.99006,3.31,0.56,11.3,3,6,"0",2.21070881481967
3.7,0.16,0.35,37.4,0.055,25,25,0.9952,3.34,0.77,11.6,1,10,"0",0.471777535953207
7.8,1.57,1.16,7.5,0.53,342,90,0.98212,4.41,1.42,4.5,4,9,"2",4.11482994126156
4.2,0.695,0.04,1.6,0.042,206,417,0.99432,3.18,2.54,11.1,2,6,"1",3.10421815513077
9.9,0.59,0.73,2.7,0.857,225,71,1.00015,3.31,0.61,3.3,1,11,"0",0.0257412676091265
6.5,0.28,0.03,15.4,0.042,178,195,0.96061,2.23,0.72,9.1,1,7,"0",1.12098713606809
7.5,0.31,0.31,76.2,0.05,26,180,0.97848,4.05,0.53,9.9,2,8,"2",3.72171178786737
1.5,0.53,1.31,1.3,0.043,21,164,0.9927,3.25,0.62,10.4,3,7,"1",3.3804921669698
6,0.41,1.85,57,0.586,29,374,0.9928,3.42,0.52,3.8,2,7,"2",3.83334088228378
8.2,0.89,3.13,1.6,0.219,16,23,0.9916,3.1,0.5,12.3,1,9,"2",2.99312998734774
6.8,0.76,1.19,51.5,0.02,38,133,0.99212,3.18,0.44,12,0,8,"1",1.77338409758941
4.8,0.93,1,34.6,0.048,42,274,0.9974,3.33,0.59,10.1,3,8,"3",4.73697393446466
0.9,0.35,0.51,37,0.047,227,135,1.016,3.03,0.53,10.3,3,8,"3",4.79369624278425
14.1,2.115,0.22,0.7,0.072,49,748,1.00164,2.63,0.55,15.5,4,9,"0",2.05967333666893
6.7,0.64,0.52,54.5,0.348,62,33,0.95124,3.21,0.59,19.2,2,7,"1",2.9568519708252
7.8,0.2,0.32,9.4,0.016,31,101,1.01683,2.99,0.26,16.1,3,8,"3",4.89281539799549
17,0.46,0.49,51.75,0.272,6,342,0.9911,2.67,0.04,11.4,2,9,"3",4.15966143564743
24.7,1.52,0.4,2,0.432,291,72,0.96811,3.74,2,12,3,8,"3",4.55288760978337
7.7,0.14,0.99,19.6,0.044,172,116,0.94853,4.47,0.53,6.5,2,7,"2",3.88113944469995
6.7,0.29,0.52,45.7,0.054,304,181,0.99869,3.56,2.33,9.1,3,7,"1",3.33218298494817
14.3,0.28,0.3,1.6,0.047,46,132,1.01113,2.64,0.38,4.8,1,7,"1",2.42720307018195
3.2,1.12,0.53,11.7,0.166,44,150,0.99578,3.31,0.12,10.4,1,8,"2",3.18427104649648
8.2,0.42,0.07,37.1,0.507,228,261,0.9978,4.49,0.31,13.6,2,8,"4",4.97670749912839
6.1,0.41,0.24,44.4,0.429,230,68,0.96269,3.32,0.5,13,3,7,"3",4.96331430661324
7.4,0.5,2.64,2,0.086,21,73,0.997,3.36,0.57,9.1,2,8,"0",1.29219828159513
8.8,0.83,1.29,4.7,0.222,153,88,1.02892,3.37,0.58,14.6,3,7,"3",4.9585596698211
5.8,0.24,0.44,44.5,0.04,5,224,0.97956,3.53,1.65,5.9,3,6,"0",2.15911347634361
8.8,0.26,0.74,13.3,0.044,68,414,0.99483,3.18,0.35,5.1,1,8,"1",2.26150215383957
6.6,0.34,0.39,6.9,0.478,164,587,1.01054,2.97,0.53,9.5,1,8,"1",2.29118122949698
12.1,0.75,1,6.3,0.246,19,246,1.00797,3.09,0.53,11.1,1,8,"1",2.22329913329191
2.4,0.75,1.94,36.4,0.123,26,100,1.02217,3.16,0.44,10.2,1,8,"0",0.822331300668312
13.1,0.49,1.71,34.3,0.11,237,24,0.99438,2.53,0.83,11.3,0,8,"0",0.397628390102038
7.9,0.12,1.12,1.6,0.106,10,244,0.95779,4.27,0.39,9.5,2,9,"1",2.51627598019696
10.8,0.31,0.38,52.8,0.061,49,99,1.01901,3.4,0.58,11,1,9,"2",3.0653646028436
6.1,1.22,0.31,29.85,0.478,249,72,0.95002,2.86,0.61,9.3,4,7,"2",4.71210223537213
8.8,0.63,1.57,39.4,0.096,22,80,0.99016,3.44,0.4,10.2,3,10,"0",1.34308408111489
7,0.24,0.4,1.7,0.286,48,308,0.992,3.25,0.85,11.4,2,7,"1",2.95306951728198
7.6,0.12,0.31,22.9,0.079,252,189,0.99716,3.82,0.62,10.8,2,8,"0",1.36478472843747
16.2,0.38,0.29,12.7,0.05,202,376,0.9986,3.25,0.59,4,3,8,"1",3.1472719681483
0.8,0.3,0.3,7.2,0.048,40,68,0.9765,3.97,0.58,10.8,1,6,"1",2.64862714897146
0,0.28,0.31,2,0.973,225,262,0.9958,3.15,0.86,10.1,2,10,"2",3.23727840873182
7,0.35,0.3,57.7,0.04,57,520,0.9927,3.28,0.49,9.1,3,8,"2",4.26344584480279
6.5,0.32,0.33,8,0.048,133,666,0.98968,3.28,1.95,8.7,1,7,"1",2.50395408637635
1.2,0.59,0.03,32.6,0.044,49,403,0.98998,3.19,0.37,15.8,0,6,"2",3.32486508283645
5.9,1.08,0.28,49.4,0.039,196,139,0.96115,2.64,0.96,15.5,3,6,"4",5.87883402721659
12.1,0.14,0.49,6.7,0.035,508,120,0.99835,3.26,1.73,6.1,4,9,"3",4.97681707525656
14,0.18,0.41,10.2,0.028,201,292,0.99743,3.49,1.54,16.1,1,6,"2",3.7788061457873
10.2,1.66,1.22,57.1,0.618,11,24,0.99745,3.29,1.26,11.9,1,11,"0",0.0108820270723973
10.7,0.35,0.53,37.4,0.065,122,16,1.01276,3.54,0.8,5.8,2,12,"0",0.413811649653904
10.1,0.64,0.26,55.9,0.042,368,469,0.97132,3.43,0.05,8.2,3,7,"3",5.00495841354483
6.8,0.3,0.72,21.5,0.041,65,168,1.02466,3.1,0.9,9.8,2,7,"1",2.93161277147756
1,1.35,0.28,2.7,0.034,530,238,0.96212,3.35,0.55,10.2,2,8,"1",2.62115208664
19.1,0.61,0.02,33.8,0.364,34,184,1.00052,3.31,2.85,13.6,2,7,"3",4.44053546396447
2.7,0.15,0.32,57.4,0.027,259,72,1.03744,3.5,0.45,12.5,1,6,"0",1.33363253838507
6,1.05,0.32,19.9,0.053,31,419.5,1.04171,3.29,0.72,17.4,2,7,"1",2.98581773950225
7.4,0.83,0.27,14.1,0.077,164,173,0.99335,1.86,0.52,8.2,2,8,"1",2.68912523804385
7.8,1.58,0.49,28,0.1,5,443,1.001,3.25,0.74,11.9,3,14,"0",0.483673874570641
7.4,0.16,0.49,105.7,0.086,18,150,0.9751,4.05,0.47,8.6,3,8,"0",1.78634225145605
7.2,2.06,0.54,13.1,0.114,59,9,0.99719,4.32,0.33,5.9,2,8,"1",2.40482633295301
1.5,0.18,0.39,4.8,0.268,48,243,0.97368,3.35,2.42,2.5,1,8,"1",2.11106627003924
12.2,0.25,1.14,8.1,0.045,54,180,0.9958,3.39,1.62,7.2,2,7,"1",2.87458951140945
7,0.35,0.08,0.9,0.049,223,119,0.94117,3.13,0.36,12.8,2,8,"1",2.76141404280375
17.8,0.25,1.24,40.4,0.042,28,166,1.03675,3.19,0.59,9.7,2,11,"0",0.732456970185964
1.4,0.23,0.31,2.1,0.046,20,258,0.9926,5.05,2.41,10.7,3,7,"4",5.6078429043834
9.6,0.68,1.59,41.8,0.087,5,173,0.9988,2.79,2.02,10.2,3,11,"2",3.51383316053365
11.1,0.35,0.28,1.1,0.055,9,435,0.95795,4.1,0.5,9.1,1,7,"2",3.49541877800651
1.3,0.28,0.24,19.95,0.494,32,174,0.9863,4.24,0.44,9.9,2,7,"2",3.87631708533443
6.7,0.31,0.18,7.7,0.043,57,200,0.96555,3.72,0.44,14.5,2,7,"1",2.99027220317811
7.3,1.7,0.31,10.2,0.021,58,437,0.9977,2.7,0.45,8.6,4,8,"3",5.15107749185362
6,1.18,0.33,55.8,0.834,27,336,0.95924,3.74,1.6,6.5,2,7,"2",3.69792139166327
14.7,0.31,2.57,21.65,1.033,292,129,0.98984,4.52,0.88,9.5,1,6,"2",3.51556326591372
3.9,0.44,1.6,30.8,0.303,35,24,1.04473,3.68,0.24,9.2,2,8,"0",1.26525758433476
1.4,0.21,0.48,5.8,0.518,29,473,1.01409,3.15,0.4,16.5,2,7,"0",1.66541566182783
5.9,0.87,0.68,90.6,0.425,69,74,1.03343,4.08,1.13,13.4,2,8,"2",3.61761064639169
6.5,0.89,1.12,34.5,0.091,47,129,1.02759,4.4,0.63,10.3,2,7,"4",5.10478397094654
14.3,1.2,0.26,5.1,0.051,16,119,0.97301,3.15,1.95,13,2,7,"1",2.82311549728458
7.9,0.94,1.02,12.1,0.15,9.5,1004,1.01156,0.88,1.26,9.1,2,8,"0",1.46689227084494
6,0.78,0.58,1,0.034,70,510,0.94903,3.21,0.42,6,2,7,"3",4.49906853628432
7.6,1.46,0.32,3.5,0.375,316,113,0.9912,3.85,0.71,11.3,3,7,"3",4.80879614167848
5.2,0.92,0.18,10.6,0.036,41,129,1.02185,3.98,0.64,13.4,3,6,"2",4.56799384573096
18.5,0.16,0.25,28,0.044,84,149,0.998,3.12,0.46,14.3,3,7,"2",4.49735018777985
6.6,0.36,0.53,71.6,0.052,504,293,1.00487,2.94,0.35,6.3,2,7,"0",1.54625465246123
